Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,MA,%K,%D,MACD,Signal Line,Upper Band,Lower Band
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240319,2024-03-22,023651,NYME,1,23,1590503,220104,326536,192135,13797,153649,230124,318289,437132,120141,135571,165569,1518854,1550543,71649,39960,1590503,220104,326536,192135,13797,153649,230124,318289,437132,120141,135571,165569,1518854,1550543,71649,39960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5149.0,-6423.0,-11965.0,-1391.0,2156.0,6543.0,-2095.0,-13139.0,-4230.0,657.0,13803.0,3964.0,-2975.0,-2868.0,-2174.0,-2281.0,100,13.8,20.5,12.1,0.9,9.7,14.5,20.0,27.5,7.6,8.5,10.4,95.5,97.5,4.5,2.5,100,13.8,20.5,12.1,0.9,9.7,14.5,20.0,27.5,7.6,8.5,10.4,95.5,97.5,4.5,2.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,42.0,39.0,27.0,12.0,28.0,57.0,84.0,93.0,71.0,45.0,72.0,308,276.0,356.0,42.0,39.0,27.0,12.0,28.0,57.0,84.0,93.0,71.0,45.0,72.0,308.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,23.9,26.7,35.2,9.1,13.6,14.0,18.8,15.3,23.9,26.7,35.2,9.1,13.6,14.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-22,1.838,1.859,1.791,1.812,0.0,39.204989415843215,2.31215,20.059288537549413,14.657444005270102,-0.314594707492855,-0.24978413899006718,3.343300869557569,1.2809991304424306
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240312,2024-03-15,023651,NYME,1,23,1595652,226527,338501,193526,11641,147106,232219,331428,441362,119484,121768,161605,1521829,1553411,73823,42241,1595652,226527,338501,193526,11641,147106,232219,331428,441362,119484,121768,161605,1521829,1553411,73823,42241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62335.0,9553.0,24916.0,-13238.0,-24.0,15167.0,-5340.0,-12729.0,32761.0,22619.0,2753.0,-1405.0,60117.0,61439.0,2218.0,896.0,100,14.2,21.2,12.1,0.7,9.2,14.6,20.8,27.7,7.5,7.6,10.1,95.4,97.4,4.6,2.6,100,14.2,21.2,12.1,0.7,9.2,14.6,20.8,27.7,7.5,7.6,10.1,95.4,97.4,4.6,2.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,42.0,38.0,27.0,11.0,28.0,53.0,89.0,95.0,71.0,38.0,63.0,301,266.0,345.0,42.0,38.0,27.0,11.0,28.0,53.0,89.0,95.0,71.0,38.0,63.0,301.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,24.5,26.5,35.3,8.9,13.6,14.0,18.5,15.7,24.5,26.5,35.3,8.9,13.6,14.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-15,1.757,1.774,1.646,1.655,1.0,35.191000764841405,2.4112999999999998,4.545454545454549,14.222743400084198,-0.32192557463292193,-0.26473858905407405,3.608016754070713,1.2145832459292865
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240305,2024-03-08,023651,NYME,1,23,1533317,216974,313585,206764,11665,131939,237559,344157,408601,96865,119015,163010,1461712,1491972,71605,41345,1533317,216974,313585,206764,11665,131939,237559,344157,408601,96865,119015,163010,1461712,1491972,71605,41345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32435.0,-1016.0,16257.0,4113.0,547.0,7200.0,3091.0,-11759.0,16485.0,5005.0,7050.0,-3111.0,31767.0,32669.0,668.0,-234.0,100,14.2,20.5,13.5,0.8,8.6,15.5,22.4,26.6,6.3,7.8,10.6,95.3,97.3,4.7,2.7,100,14.2,20.5,13.5,0.8,8.6,15.5,22.4,26.6,6.3,7.8,10.6,95.3,97.3,4.7,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,40.0,37.0,26.0,10.0,26.0,55.0,82.0,89.0,70.0,40.0,63.0,291,258.0,337.0,40.0,37.0,26.0,10.0,26.0,55.0,82.0,89.0,70.0,40.0,63.0,291.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,24.9,27.9,35.6,9.8,13.5,15.4,19.1,16.5,24.9,27.9,35.6,9.8,13.5,15.4,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-08,1.796,1.837,1.755,1.805,0.0,37.38058265070414,2.48675,19.36758893280632,14.86586526622765,-0.31061441851521954,-0.2741794927614184,3.672927917781072,1.3005720822189275
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240227,2024-03-01,023651,NYME,1,23,1500882,217990,297328,202651,11118,124739,234468,355916,392116,91860,111965,166121,1429945,1459303,70937,41579,1500882,217990,297328,202651,11118,124739,234468,355916,392116,91860,111965,166121,1429945,1459303,70937,41579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91578.0,-15136.0,-9052.0,3290.0,555.0,-10565.0,-10664.0,-49945.0,-21465.0,-19342.0,7620.0,-6865.0,-80747.0,-89717.0,-10831.0,-1861.0,100,14.5,19.8,13.5,0.7,8.3,15.6,23.7,26.1,6.1,7.5,11.1,95.3,97.2,4.7,2.8,100,14.5,19.8,13.5,0.7,8.3,15.6,23.7,26.1,6.1,7.5,11.1,95.3,97.2,4.7,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,41.0,37.0,28.0,11.0,31.0,53.0,88.0,89.0,69.0,42.0,66.0,298,266.0,343.0,41.0,37.0,28.0,11.0,31.0,53.0,88.0,89.0,69.0,42.0,66.0,298.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,23.8,28.3,35.1,10.1,12.1,15.5,17.7,16.7,23.8,28.3,35.1,10.1,12.1,15.5,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-01,1.852,1.888,1.81,1.835,1.0,37.817569634926585,2.54145,18.7551867219917,8.410002288625542,-0.30693196952840385,-0.2808808901691573,3.6957245226695745,1.3871754773304261
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240220,2024-02-23,023651,NYME,1,23,1592460,233126,306380,199361,10563,135304,245132,405861,413581,111202,104345,172986,1510692,1549020,81768,43440,1592460,233126,306380,199361,10563,135304,245132,405861,413581,111202,104345,172986,1510692,1549020,81768,43440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38397.0,14058.0,-4579.0,-925.0,1648.0,1878.0,12497.0,43061.0,-20719.0,9333.0,-3916.0,18990.0,35112.0,36363.0,3285.0,2034.0,100,14.6,19.2,12.5,0.7,8.5,15.4,25.5,26.0,7.0,6.6,10.9,94.9,97.3,5.1,2.7,100,14.6,19.2,12.5,0.7,8.5,15.4,25.5,26.0,7.0,6.6,10.9,94.9,97.3,5.1,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,42.0,36.0,29.0,9.0,31.0,50.0,101.0,97.0,84.0,38.0,70.0,316,282.0,367.0,42.0,36.0,29.0,9.0,31.0,50.0,101.0,97.0,84.0,38.0,70.0,316.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,21.7,28.0,33.9,9.7,11.1,15.1,16.5,16.3,21.7,28.0,33.9,9.7,11.1,15.1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-23,1.817,1.819,1.683,1.699,1.0,34.59918017062033,2.6115000000000004,6.474820143884898,2.1582733812949755,-0.30082190599209113,-0.284942256403584,3.755256414994893,1.4677435850051077
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240213,2024-02-16,023651,NYME,1,23,1554063,219068,310959,200286,8915,133426,232635,362800,434300,101869,108261,153996,1475580,1512657,78483,41406,1554063,219068,310959,200286,8915,133426,232635,362800,434300,101869,108261,153996,1475580,1512657,78483,41406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022.0,6907.0,-18229.0,-9411.0,-1069.0,16038.0,22636.0,56064.0,-20290.0,10848.0,-254.0,-9154.0,17574.0,23106.0,3448.0,-2084.0,100,14.1,20.0,12.9,0.6,8.6,15.0,23.3,27.9,6.6,7.0,9.9,94.9,97.3,5.1,2.7,100,14.1,20.0,12.9,0.6,8.6,15.0,23.3,27.9,6.6,7.0,9.9,94.9,97.3,5.1,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,41.0,37.0,28.0,8.0,29.0,49.0,99.0,94.0,79.0,39.0,74.0,312,278.0,359.0,41.0,37.0,28.0,8.0,29.0,49.0,99.0,94.0,79.0,39.0,74.0,312.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,23.2,27.0,35.3,9.5,11.2,14.7,16.8,15.6,23.2,27.0,35.3,9.5,11.2,14.7,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-16,1.589,1.637,1.575,1.609,1.0,32.450805629996864,2.69345,0.0,9.473903143468002e-15,-0.2748003789913125,-0.2828842215125915,3.7960477889558786,1.5908522110441212
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240206,2024-02-09,023651,NYME,1,23,1533041,212161,329188,209697,9984,117388,209999,306736,454590,91021,108515,163150,1458006,1489551,75035,43490,1533041,212161,329188,209697,9984,117388,209999,306736,454590,91021,108515,163150,1458006,1489551,75035,43490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61234.0,2879.0,-3014.0,69.0,-470.0,9346.0,384.0,26600.0,16840.0,21097.0,5929.0,5288.0,55903.0,60519.0,5331.0,715.0,100,13.8,21.5,13.7,0.7,7.7,13.7,20.0,29.7,5.9,7.1,10.6,95.1,97.2,4.9,2.8,100,13.8,21.5,13.7,0.7,7.7,13.7,20.0,29.7,5.9,7.1,10.6,95.1,97.2,4.9,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,42.0,37.0,28.0,10.0,29.0,47.0,98.0,94.0,69.0,37.0,64.0,299,265.0,342.0,42.0,37.0,28.0,10.0,29.0,47.0,98.0,94.0,69.0,37.0,64.0,299.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,26.1,27.6,37.4,9.5,12.4,14.6,17.3,16.3,26.1,27.6,37.4,9.5,12.4,14.6,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-09,1.885,1.885,1.817,1.847,0.0,35.298068113450384,2.75945,0.0,9.473903143468002e-15,-0.22842671537953585,-0.27186568521147186,3.7399988205456944,1.7789011794543061
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240130,2024-02-02,023651,NYME,1,23,1471807,209282,332202,209628,10454,108042,209615,280136,437750,69924,102586,157862,1402103,1429032,69704,42775,1471807,209282,332202,209628,10454,108042,209615,280136,437750,69924,102586,157862,1402103,1429032,69704,42775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27635.0,-1975.0,-13673.0,4833.0,-1332.0,-3433.0,2948.0,35536.0,12999.0,5685.0,-4301.0,2195.0,23252.0,27991.0,4383.0,-356.0,100,14.2,22.6,14.2,0.7,7.3,14.2,19.0,29.7,4.8,7.0,10.7,95.3,97.1,4.7,2.9,100,14.2,22.6,14.2,0.7,7.3,14.2,19.0,29.7,4.8,7.0,10.7,95.3,97.1,4.7,2.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,40.0,37.0,30.0,9.0,30.0,44.0,88.0,88.0,62.0,35.0,59.0,279,250.0,318.0,40.0,37.0,30.0,9.0,30.0,44.0,88.0,88.0,62.0,35.0,59.0,279.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,27.6,28.3,38.7,9.9,13.3,15.0,17.8,16.7,27.6,28.3,38.7,9.9,13.3,15.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-02,2.054,2.1,2.021,2.079,0.0,38.34328085087771,2.8110500000000003,0.0,9.473903143468002e-15,-0.19014721432771164,-0.25536984375187705,3.6930915254575307,1.9290084745424696
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240123,2024-01-26,023651,NYME,1,23,1444172,211257,345875,204795,11786,111475,206667,244600,424751,64239,106887,155667,1378851,1401041,65321,43131,1444172,211257,345875,204795,11786,111475,206667,244600,424751,64239,106887,155667,1378851,1401041,65321,43131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38346.0,4130.0,-10049.0,6200.0,1527.0,-7362.0,17916.0,49330.0,-13585.0,-517.0,-7858.0,25096.0,31878.0,37099.0,6468.0,1247.0,100,14.6,23.9,14.2,0.8,7.7,14.3,16.9,29.4,4.4,7.4,10.8,95.5,97.0,4.5,3.0,100,14.6,23.9,14.2,0.8,7.7,14.3,16.9,29.4,4.4,7.4,10.8,95.5,97.0,4.5,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,40.0,37.0,28.0,10.0,29.0,41.0,87.0,87.0,56.0,39.0,61.0,275,248.0,312.0,40.0,37.0,28.0,10.0,29.0,41.0,87.0,87.0,56.0,39.0,61.0,275.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,29.3,29.5,41.0,9.9,13.6,15.2,18.1,16.9,29.3,29.5,41.0,9.9,13.6,15.2,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-01-26,2.19,2.235,2.093,2.175,0.0,39.65788442411059,2.8393,0.0,6.584922797456868,-0.16214469168588908,-0.23658621461892304,3.656423864861494,2.022176135138506
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240116,2024-01-19,023651,NYME,1,23,1405826,207127,355924,198595,10259,118837,188751,195270,438336,64756,114745,130571,1346973,1363942,58853,41884,1405826,207127,355924,198595,10259,118837,188751,195270,438336,64756,114745,130571,1346973,1363942,58853,41884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1125.0,-5180.0,15606.0,5140.0,-183.0,1578.0,9879.0,-27657.0,8698.0,-2992.0,24905.0,-20808.0,-3685.0,2139.0,2560.0,-3264.0,100,14.7,25.3,14.1,0.7,8.5,13.4,13.9,31.2,4.6,8.2,9.3,95.8,97.0,4.2,3.0,100,14.7,25.3,14.1,0.7,8.5,13.4,13.9,31.2,4.6,8.2,9.3,95.8,97.0,4.2,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317,38.0,37.0,26.0,11.0,30.0,48.0,88.0,93.0,55.0,41.0,61.0,275,260.0,317.0,38.0,37.0,26.0,11.0,30.0,48.0,88.0,93.0,55.0,41.0,61.0,275.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,30.8,28.9,41.2,9.1,15.6,14.4,18.8,16.3,30.8,28.9,41.2,9.1,15.6,14.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-01-19,2.42,2.421,2.237,2.252,0.0,40.69709548779729,2.8608,0.0,13.26067211625796,-0.13381936727125998,-0.21591079903743868,3.625259382418903,2.0963406175810966
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240109,2024-01-12,023651,NYME,1,23,1406951,212307,340318,193455,10442,117259,178872,222927,429638,67748,89840,151379,1350658,1361803,56293,45148,1406951,212307,340318,193455,10442,117259,178872,222927,429638,67748,89840,151379,1350658,1361803,56293,45148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044.0,-2094.0,29144.0,7893.0,-698.0,10485.0,-37814.0,-72249.0,56999.0,2704.0,11639.0,-26419.0,11754.0,8901.0,-1710.0,1143.0,100,15.1,24.2,13.7,0.7,8.3,12.7,15.8,30.5,4.8,6.4,10.8,96.0,96.8,4.0,3.2,100,15.1,24.2,13.7,0.7,8.3,12.7,15.8,30.5,4.8,6.4,10.8,96.0,96.8,4.0,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,37.0,37.0,26.0,9.0,30.0,51.0,87.0,95.0,56.0,40.0,68.0,277,271.0,322.0,37.0,37.0,26.0,9.0,30.0,51.0,87.0,95.0,56.0,40.0,68.0,277.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,29.8,29.5,40.2,9.0,14.3,14.4,17.5,16.4,29.8,29.5,40.2,9.0,14.3,14.4,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-01-12,2.557,2.647,2.543,2.617,0.0,46.00325410250577,2.88645,19.754768392370575,13.26067211625796,-0.10355948967627793,-0.19333392087247248,3.5974571359475176,2.1754428640524823
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240102,2024-01-05,023651,NYME,1,23,1396907,214401,311174,185562,11140,106774,216686,295176,372639,65044,78201,177798,1338904,1352902,58003,44005,1396907,214401,311174,185562,11140,106774,216686,295176,372639,65044,78201,177798,1338904,1352902,58003,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42297.0,-1647.0,14527.0,5452.0,-446.0,10806.0,8519.0,-17982.0,17812.0,-9516.0,2512.0,16833.0,48259.0,44062.0,-5962.0,-1765.0,100,15.3,22.3,13.3,0.8,7.6,15.5,21.1,26.7,4.7,5.6,12.7,95.8,96.8,4.2,3.2,100,15.3,22.3,13.3,0.8,7.6,15.5,21.1,26.7,4.7,5.6,12.7,95.8,96.8,4.2,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,37.0,36.0,28.0,11.0,30.0,54.0,84.0,84.0,51.0,34.0,55.0,264,250.0,313.0,37.0,36.0,28.0,11.0,30.0,54.0,84.0,84.0,51.0,34.0,55.0,264.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,27.2,30.3,39.2,9.9,13.7,15.1,18.4,16.9,27.2,30.3,39.2,9.9,13.7,15.1,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-01-05,2.58,2.631,2.467,2.621,0.0,46.06437143709687,2.8826,20.027247956403276,9.717671609189644,-0.10059419878702869,-0.17471563857354608,3.6005504161151176,2.1646495838848825
