Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,RSI_LONG,MA,%K,%D,MACD,Signal Line,BIG MACD,BIG Signal Line,Upper Band,Lower Band,EMA,Percent_PMPU_Long,Percent_PMPU_Short,Percent_MM_Long,Percent_MM_Short,Percent_MM_Spread,Percent_SWAP_Long,Percent_SWAP_Short,Percent_SWAP_Spread,Percent_OR_Long,Percent_OR_Short,Percent_OR_Spread
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101116,2010-11-19,023651,NYME,1,23,781273,96052,118934,186985,32891,82968,93403,201274,156868,21578,81457,64066,701920,738458,79353,42815,781273,96052,118934,186985,32891,82968,93403,201274,156868,21578,81457,64066,701920,738458,79353,42815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33997.0,-338.0,-1974.0,563.0,-1144.0,-17993.0,-2738.0,6403.0,-24200.0,6923.0,2250.0,-545.0,-38328.0,-37203.0,4331.0,3206.0,100,12.3,15.2,23.9,4.2,10.6,12.0,25.8,20.1,2.8,10.4,8.2,89.8,94.5,10.2,5.5,100,12.3,15.2,23.9,4.2,10.6,12.0,25.8,20.1,2.8,10.4,8.2,89.8,94.5,10.2,5.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,54.0,43.0,26.0,10.0,30.0,43.0,67.0,72.0,25.0,40.0,52.0,245,230.0,281.0,54.0,43.0,26.0,10.0,30.0,43.0,67.0,72.0,25.0,40.0,52.0,245.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.6,27.5,33.8,15.1,15.5,22.2,22.7,16.0,21.6,27.5,33.8,15.1,15.5,22.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-11-19,4.023,4.175,3.975,4.164,1.0,58.07790637274049,51.176279147193924,3.7794285714285714,100.0,66.73050498617081,0.095340194373148,0.1015305708265546,-0.03784540390034197,0.04860816877470604,4.366169692245171,3.192687450611972,3.898968228666977,0.19217081850533807,0.15302491103202848,0.15302491103202848,0.23843416370106763,0.25622775800711745,0.09252669039145907,0.03558718861209965,0.10676156583629894,0.08896797153024912,0.1423487544483986,0.18505338078291814
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101109,2010-11-12,023651,NYME,1,23,815270,96390,120908,186422,34035,100961,96141,194871,181068,14655,79207,64611,740248,775661,75022,39609,815270,96390,120908,186422,34035,100961,96141,194871,181068,14655,79207,64611,740248,775661,75022,39609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18553.0,-5329.0,-1908.0,3749.0,832.0,8381.0,5597.0,1922.0,1749.0,418.0,8759.0,2125.0,16690.0,21860.0,1863.0,-3307.0,100,11.8,14.8,22.9,4.2,12.4,11.8,23.9,22.2,1.8,9.7,7.9,90.8,95.1,9.2,4.9,100,11.8,14.8,22.9,4.2,12.4,11.8,23.9,22.2,1.8,9.7,7.9,90.8,95.1,9.2,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,51.0,42.0,25.0,12.0,29.0,47.0,68.0,70.0,25.0,40.0,51.0,243,231.0,286.0,51.0,42.0,25.0,12.0,29.0,47.0,68.0,70.0,25.0,40.0,51.0,243.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,22.7,29.2,33.1,15.1,12.7,21.9,20.6,16.8,22.7,29.2,33.1,15.1,12.7,21.9,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-11-12,3.939,3.94,3.794,3.799,1.0,46.28610203081663,44.95132040457656,3.7270000000000003,46.887550200803204,48.18870737460577,0.013992541220478216,0.08402296490533934,-0.1067613347705918,0.032253484190990465,4.209749072155135,3.2442509278448664,3.8106243048893025,0.17832167832167833,0.14685314685314685,0.16433566433566432,0.23776223776223776,0.24475524475524477,0.08741258741258741,0.04195804195804196,0.10139860139860139,0.08741258741258741,0.13986013986013987,0.17832167832167833
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101102,2010-11-05,023651,NYME,1,23,796717,101719,122816,182673,33203,92580,90544,192949,179319,14237,70448,62486,723558,753801,73159,42916,796717,101719,122816,182673,33203,92580,90544,192949,179319,14237,70448,62486,723558,753801,73159,42916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11824.0,-5370.0,-197.0,-2636.0,515.0,-1340.0,162.0,-23114.0,7004.0,-10283.0,5865.0,3760.0,-8703.0,-7507.0,-3121.0,-4317.0,100,12.8,15.4,22.9,4.2,11.6,11.4,24.2,22.5,1.8,8.8,7.8,90.8,94.6,9.2,5.4,100,12.8,15.4,22.9,4.2,11.6,11.4,24.2,22.5,1.8,8.8,7.8,90.8,94.6,9.2,5.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,54.0,42.0,25.0,13.0,30.0,45.0,66.0,71.0,25.0,33.0,47.0,238,227.0,278.0,54.0,42.0,25.0,13.0,30.0,45.0,66.0,71.0,25.0,33.0,47.0,238.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,23.0,31.3,35.2,14.5,13.1,21.7,21.2,18.2,23.0,31.3,35.2,14.5,13.1,21.7,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-11-05,3.854,3.948,3.846,3.937,0.0,50.92844414048221,47.057706091254836,3.7387142857142863,53.30396475770925,32.55952397433804,0.035734619059405226,0.07436529573615253,-0.12167160761881046,0.016050842947853517,4.233447499053485,3.243981072375088,3.8144990731857367,0.19424460431654678,0.1510791366906475,0.1618705035971223,0.23741007194244604,0.25539568345323743,0.08992805755395683,0.046762589928057555,0.1079136690647482,0.08992805755395683,0.11870503597122302,0.16906474820143885
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101026,2010-10-29,023651,NYME,1,23,808541,107089,123013,185309,32688,93920,90382,216063,172315,24520,64583,58726,732261,761308,76280,47233,808541,107089,123013,185309,32688,93920,90382,216063,172315,24520,64583,58726,732261,761308,76280,47233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.0,-5595.0,-2198.0,3100.0,2374.0,-724.0,-60.0,-13122.0,12448.0,-283.0,4649.0,-7271.0,1615.0,-3844.0,-898.0,4561.0,100,13.2,15.2,22.9,4.0,11.6,11.2,26.7,21.3,3.0,8.0,7.3,90.6,94.2,9.4,5.8,100,13.2,15.2,22.9,4.0,11.6,11.2,26.7,21.3,3.0,8.0,7.3,90.6,94.2,9.4,5.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,52.0,42.0,24.0,13.0,27.0,44.0,69.0,67.0,32.0,31.0,44.0,231,223.0,277.0,52.0,42.0,24.0,13.0,27.0,44.0,69.0,67.0,32.0,31.0,44.0,231.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,23.6,31.4,37.5,14.4,15.4,21.6,22.5,18.1,23.6,31.4,37.5,14.4,15.4,21.6,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-10-29,3.922,4.056,3.83,4.038,0.0,54.3479655127293,48.60559323751282,3.751142857142857,44.37460716530486,14.791535721768286,-0.010198046383634196,0.05745262731219518,-0.17223890610213477,-0.0037691306363557904,4.272762678559964,3.22952303572575,3.773665430914316,0.18772563176895307,0.15162454873646208,0.1588447653429603,0.2490974729241877,0.24187725631768953,0.08664259927797834,0.04693140794223827,0.09747292418772563,0.11552346570397112,0.11191335740072202,0.1588447653429603
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101019,2010-10-22,023651,NYME,1,23,807824,112684,125211,182209,30314,94644,90442,229185,159867,24803,59934,65997,730646,765152,77178,42672,807824,112684,125211,182209,30314,94644,90442,229185,159867,24803,59934,65997,730646,765152,77178,42672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13155.0,6689.0,3408.0,-11666.0,-1282.0,4811.0,-8009.0,-11242.0,14442.0,-1749.0,117.0,3514.0,8032.0,13768.0,5123.0,-613.0,100,13.9,15.5,22.6,3.8,11.7,11.2,28.4,19.8,3.1,7.4,8.2,90.4,94.7,9.6,5.3,100,13.9,15.5,22.6,3.8,11.7,11.2,28.4,19.8,3.1,7.4,8.2,90.4,94.7,9.6,5.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,54.0,40.0,26.0,11.0,29.0,47.0,65.0,66.0,30.0,33.0,53.0,242,222.0,277.0,54.0,40.0,26.0,11.0,29.0,47.0,65.0,66.0,30.0,33.0,53.0,242.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.1,29.0,38.0,14.4,17.6,21.3,24.5,17.0,23.1,29.0,38.0,14.4,17.6,21.3,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-10-22,3.391,3.403,3.29,3.332,1.0,23.621503499215436,34.65390248335447,3.729,0.0,0.0,-0.1966191387656986,0.0066382740966164115,-0.26818654354145277,-0.03160254252110286,4.204953779268509,3.2530462207314916,3.6855539078857547,0.19494584837545126,0.1444043321299639,0.16967509025270758,0.23465703971119134,0.23826714801444043,0.09386281588447654,0.039711191335740074,0.10469314079422383,0.10830324909747292,0.11913357400722022,0.19133574007220217
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101012,2010-10-15,023651,NYME,1,23,794669,105995,121803,193875,31596,89833,98451,240427,145425,26552,59817,62483,722614,751384,72055,43285,794669,105995,121803,193875,31596,89833,98451,240427,145425,26552,59817,62483,722614,751384,72055,43285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987.0,-1268.0,-6001.0,3734.0,-1247.0,10057.0,-5084.0,-2365.0,-4299.0,497.0,2761.0,4730.0,8367.0,3636.0,-5380.0,-649.0,100,13.3,15.3,24.4,4.0,11.3,12.4,30.3,18.3,3.3,7.5,7.9,90.9,94.6,9.1,5.4,100,13.3,15.3,24.4,4.0,11.3,12.4,30.3,18.3,3.3,7.5,7.9,90.9,94.6,9.1,5.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,56.0,40.0,26.0,11.0,30.0,46.0,73.0,68.0,30.0,36.0,56.0,250,236.0,293.0,56.0,40.0,26.0,11.0,30.0,46.0,73.0,68.0,30.0,36.0,56.0,250.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,22.0,29.1,37.4,15.6,18.8,23.4,25.9,16.9,22.0,29.1,37.4,15.6,18.8,23.4,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-10-15,3.638,3.678,3.52,3.535,0.0,28.31910912527472,37.36188876896849,3.8157142857142854,0.0,2.517788724685279,-0.1575356722559058,-0.026196515173888043,-0.23289227511524757,-0.05279093542574968,4.155962654381836,3.4754659170467344,3.803405210514339,0.19112627986348124,0.13651877133105803,0.15699658703071673,0.24914675767918087,0.23208191126279865,0.08873720136518772,0.03754266211604096,0.10238907849829351,0.10238907849829351,0.12286689419795221,0.19112627986348124
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,101005,2010-10-08,023651,NYME,1,23,791682,107263,127804,190141,32843,79776,103535,242792,149724,26055,57056,57753,714247,747748,77435,43934,791682,107263,127804,190141,32843,79776,103535,242792,149724,26055,57056,57753,714247,747748,77435,43934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17562.0,-3577.0,-105.0,-9037.0,3147.0,8115.0,18280.0,8276.0,-7806.0,667.0,-2874.0,5424.0,12066.0,14177.0,5496.0,3385.0,100,13.5,16.1,24.0,4.1,10.1,13.1,30.7,18.9,3.3,7.2,7.3,90.2,94.5,9.8,5.5,100,13.5,16.1,24.0,4.1,10.1,13.1,30.7,18.9,3.3,7.2,7.3,90.2,94.5,9.8,5.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,53.0,38.0,24.0,11.0,27.0,51.0,66.0,70.0,32.0,35.0,53.0,246,230.0,290.0,53.0,38.0,24.0,11.0,27.0,51.0,66.0,70.0,32.0,35.0,53.0,246.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,24.0,29.7,38.6,15.7,19.2,23.6,26.5,17.9,24.0,29.7,38.6,15.7,19.2,23.6,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-10-08,3.622,3.683,3.583,3.651,0.0,31.37523444172983,38.97807718957162,3.84,0.0,7.334428024083191,-0.13613453744991677,-0.048184119629093795,-0.2115151644217521,-0.06949874900427627,4.102020355443321,3.5779796445566783,3.892873614019119,0.18275862068965518,0.1310344827586207,0.17586206896551723,0.22758620689655173,0.2413793103448276,0.08275862068965517,0.03793103448275862,0.09310344827586207,0.1103448275862069,0.1206896551724138,0.18275862068965518
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100928,2010-10-01,023651,NYME,1,23,774120,110840,127909,199178,29696,71661,85255,234516,157530,25388,59930,52329,702181,733571,71939,40549,774120,110840,127909,199178,29696,71661,85255,234516,157530,25388,59930,52329,702181,733571,71939,40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42884.0,-7996.0,-1565.0,7813.0,-2280.0,-3275.0,-2291.0,13761.0,-28638.0,5008.0,-10354.0,-10967.0,-40346.0,-43318.0,-2538.0,434.0,100,14.3,16.5,25.7,3.8,9.3,11.0,30.3,20.3,3.3,7.7,6.8,90.7,94.8,9.3,5.2,100,14.3,16.5,25.7,3.8,9.3,11.0,30.3,20.3,3.3,7.7,6.8,90.7,94.8,9.3,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,57.0,42.0,25.0,9.0,26.0,49.0,61.0,66.0,26.0,32.0,47.0,234,221.0,275.0,57.0,42.0,25.0,9.0,26.0,49.0,61.0,66.0,26.0,32.0,47.0,234.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,25.7,30.5,39.7,15.4,20.1,22.8,28.1,17.8,25.7,30.5,39.7,15.4,20.1,22.8,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-10-01,3.861,3.87,3.788,3.797,0.0,35.509347403805364,41.05358533579171,3.9065714285714286,7.553366174055837,15.56456218300992,-0.111019998794474,-0.06075129546216984,-0.19251995465017613,-0.08244834959858154,4.181001400556611,3.632141456586246,3.973498152025492,0.20727272727272728,0.15272727272727274,0.1781818181818182,0.22181818181818183,0.24,0.09090909090909091,0.03272727272727273,0.09454545454545454,0.09454545454545454,0.11636363636363636,0.1709090909090909
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100921,2010-09-24,023651,NYME,1,23,817004,118836,129474,191365,31976,74936,87546,220755,186168,20380,70284,63296,742527,776889,74477,40115,817004,118836,129474,191365,31976,74936,87546,220755,186168,20380,70284,63296,742527,776889,74477,40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4712.0,7104.0,4190.0,220.0,-423.0,-2048.0,-5280.0,-3619.0,-8820.0,-93.0,2729.0,4269.0,-4648.0,-3722.0,-64.0,-990.0,100,14.5,15.8,23.4,3.9,9.2,10.7,27.0,22.8,2.5,8.6,7.7,90.9,95.1,9.1,4.9,100,14.5,15.8,23.4,3.9,9.2,10.7,27.0,22.8,2.5,8.6,7.7,90.9,95.1,9.1,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,61.0,44.0,24.0,10.0,26.0,52.0,61.0,67.0,26.0,40.0,52.0,246,233.0,291.0,61.0,44.0,24.0,10.0,26.0,52.0,61.0,67.0,26.0,40.0,52.0,246.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,24.8,28.8,37.8,13.8,18.0,20.2,26.1,16.8,24.8,28.8,37.8,13.8,18.0,20.2,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-09-24,4.028,4.039,3.873,3.881,0.0,37.977070714468404,42.25565778799609,3.982428571428571,14.449917898193737,17.63913671941855,-0.10437456274651113,-0.0694759489190381,-0.1859258021576018,-0.09334071302584683,4.380995767173266,3.583861375683877,4.032330869367322,0.20962199312714777,0.15120274914089346,0.17869415807560138,0.20962199312714777,0.23024054982817868,0.08247422680412371,0.03436426116838488,0.08934707903780069,0.08934707903780069,0.13745704467353953,0.17869415807560138
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100914,2010-09-17,023651,NYME,1,23,821716,111732,125284,191145,32399,76984,92826,224374,194988,20473,67555,59027,747175,780611,74541,41105,821716,111732,125284,191145,32399,76984,92826,224374,194988,20473,67555,59027,747175,780611,74541,41105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5941.0,8087.0,5569.0,-562.0,-2449.0,-5339.0,-4745.0,1578.0,-4733.0,6698.0,5396.0,-3982.0,-4576.0,-3960.0,-1365.0,-1981.0,100,13.6,15.2,23.3,3.9,9.4,11.3,27.3,23.7,2.5,8.2,7.2,90.9,95.0,9.1,5.0,100,13.6,15.2,23.3,3.9,9.4,11.3,27.3,23.7,2.5,8.2,7.2,90.9,95.0,9.1,5.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,59.0,44.0,22.0,10.0,23.0,49.0,65.0,66.0,29.0,41.0,49.0,240,232.0,291.0,59.0,44.0,22.0,10.0,23.0,49.0,65.0,66.0,29.0,41.0,49.0,240.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,25.3,31.1,39.5,14.0,18.1,20.6,26.3,18.1,25.3,31.1,39.5,14.0,18.1,20.6,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-09-17,4.062,4.106,3.988,4.024,0.0,42.26276997959453,44.306434729360625,4.066142857142857,24.690402476780186,18.859649122807017,-0.10786187900779742,-0.07715313493678998,-0.18450857914767127,-0.10293733051235467,4.591340507012458,3.540945207273256,4.082774492489762,0.2027491408934708,0.15120274914089346,0.16838487972508592,0.22336769759450173,0.2268041237113402,0.07560137457044673,0.03436426116838488,0.07903780068728522,0.09965635738831616,0.140893470790378,0.16838487972508592
